Name,Start_Date,End_Date,Location,City,State,Zip,Details,Notes,Type,Longitude,Latitude
The Broadmoor Cycle to the Summit - Competitive,8/9/25 0:00,8/9/25 0:00,5089 Pikes Peak Hwy,Cascade-Chipita Park,CO,80809,http://www.BikeReg.com/the-broadmoor-cycle-to-the-summit-competitive,,Hill Climb,-105.0101224,38.9586591
"The Broadmoor Cycle to the Summit - E-Bike, Gran Fondo, Midway Challenge Gran Fondo",8/9/25 0:00,8/9/25 0:00, Pikes Peak - America's Mountain; 5089 Pikes Peak Hwy,Cascade-Chipita Park,CO,80809,http://www.BikeReg.com/the-broadmoor-cycle-to-the-summit-open,,Hill Climb,-105.0101224,38.9586591
Enchanted Circle,8/9/25 0:00,8/9/25 0:00,101 River St,Red River,NM,87558,http://www.BikeReg.com/enchantedcircle,,"Recreational, Bike Tour",-105.407563,36.7094826
Split Rock Rock Splitter,8/9/25 0:00,8/10/25 0:00,"1017 Main St. Beaver Bay, MN 55601",Beaver Bay,MN,55601,http://www.BikeReg.com/rocksplitter,,"Mountain Bike, Mountain Bike",-91.3002214,47.2577364
SlatyFork Enduro 2025 - WV Enduro Series stop #5,8/9/25 0:00,8/10/25 0:00,Monongahela National Forest: Gauley Mountain Headwaters to Tea Creak. Race start and finish on Mine Road; Landing Campground. ,SlatyFork,WV,26291,http://www.BikeReg.com/slatyfork-enduro,,"Mountain Bike, Mountain Bike",-80.12394147,38.411384
THE WATERMOO,8/9/25 0:00,8/9/25 0:00,2319 Bishop Cir E,Dexter,MI,48130,http://www.BikeReg.com/the-watermoo,,"Gravel, Gravel",-94.2282377,41.5165588
THE BRECK EPIC MTB STAGE RACE,8/10/25 0:00,8/15/25 0:00,620 Village Rd,Breckenridge,CO,80424,http://www.BikeReg.com/breckepic-2025,,Mountain Bike,-106.0465486,39.4829124
Swift Summit NW v.8,8/15/25 0:00,8/16/25 0:00,,Lebanon,OR,97355,http://www.BikeReg.com/swift-summit-200,,"Gran Fondo, Special Event",-122.9072329,44.5363364
Lost River Classic,8/16/25 0:00,8/16/25 0:00,195 Howards Lick Rd,Mathias,WV,26812,http://www.BikeReg.com/lost-river-classic,,"Gravel, Gran Fondo",-78.8657913,38.8763142
North Creek 4-6er,8/16/25 0:00,8/16/25 0:00,Ski Bowl Road,North Creek,NY,12853,http://www.BikeReg.com/north-creek-4-6er,,Mountain Bike,-73.98571,43.699899
core4 gravel,8/16/25 0:00,8/16/25 0:00,4823 Dingleberry Rd NE,Iowa City,IA,52240,http://www.BikeReg.com/core4gravel2025,,"Gravel, Mountain Bike",-91.5299106,41.6612561
Highlander Cycle Tour,8/16/25 0:00,8/16/25 0:00,5662 NY-64,Canandaigua,NY,14424,http://www.BikeReg.com/highlander-cycle-tour,,"Bike Tour, Bike Tour",-77.31914542,42.850682
Big Elk Off-Road XC & Endurance MTB Race @ Fair Hill (Mid-Atlantic Super Series),8/16/25 0:00,8/16/25 0:00,483 Gallaher Road,Elkton,MD,21921,http://www.BikeReg.com/big-elk-offroad,,"Mountain Bike, Mid Atlantic Super Series",-75.8330934,39.6065073
GloriDays,8/16/25 0:00,8/16/25 0:00,11 NM-50,Glorieta,NM,87535,http://www.BikeReg.com/gloridays,,"Mountain Bike, Recreational",-105.7544,35.5776775
Eastern Grind XC MTB Race,8/17/25 0:00,8/17/25 0:00,592 Gov Chittenden Rd,Williston,VT,5495,http://www.BikeReg.com/eastern-grind,,"Mountain Bike, Eastern Fat Tire Association",-73.0682659,44.4376099
2025 Covered Bridge Classic,8/17/25 0:00,8/17/25 0:00, Various Start Locations,Lancaster County-Multiple Start Locations,PA,0,http://www.BikeReg.com/cbc,,Recreational,,
Lauf Gravel Worlds 2025: Year 16,8/21/25 0:00,8/23/25 0:00,4100 N 84th St,Lincoln,NE,68507,http://www.BikeReg.com/gravel-worlds-2025,,"Gravel, Gravel",-96.7077751,40.8088861
Trans-Sylvania Gravel Epic (Stage Race/Ride),8/21/25 0:00,8/24/25 0:00,227 Sand Mountain Rd,Spring Mills,PA,16875,http://www.BikeReg.com/tsegravel,,"Gravel, Gran Fondo",-77.5674956,40.853399
2025 Farm to Fork Fitness Adventures - Pennsylvania Dutch-Gran Fondo and Weekend Getaway,8/21/25 0:00,8/23/25 0:00,1326 Pottstown Pike,Lancaster,PA,17602,http://www.BikeReg.com/farm-to-fork-pennsylvania-dutch-2025,,"Gran Fondo, Bike Tour",-76.3056686,40.03813
Gravel Roll - The Holler in Walhalla,8/23/25 0:00,8/23/25 0:00,"101 E North Broad St, Walhalla, SC 29691",Walhalla,SC,29691,http://www.BikeReg.com/the-holler,,"Gravel, Gravel",-83.0640417,34.7648176
D2R2 2025,8/23/25 0:00,8/23/25 0:00, Mill Village Road ,Deerfield,MA,1370,http://www.BikeReg.com/d2r2,,"Gravel, Recreational",-72.6044771,42.5442595
18th Annual Bike The Bay - 8/24/25,8/24/25 0:00,8/24/25 0:00,200 Marina Park Way,San Diego,CA,92101,http://www.BikeReg.com/bike-the-bay-2025,,"Bike Tour, Recreational",-117.169295,32.7166921
WORS 2025 Series Registration,5/2/25 0:00,8/24/25 0:00,801 W Madison St ,Waterloo,WI,53594,http://www.BikeReg.com/wors-series-registration,,Mountain Bike,-88.9884421,43.1838844
The 2025 Vann Knight Memorial Tuesday Night World Championship Criterium Series,3/11/25 0:00,8/26/25 0:00,3900 Holly Hills Blvd,St. Louis,MO,63116,http://www.BikeReg.com/the-vann-knight-memorial-tuesday-night-world-championship-criterium-series,,Road Race,-90.1910154,38.6280278
9th Annual Cursive Ohio Bike Adventure,8/30/25 0:00,8/30/25 0:00,"3635 Spar Rd Ada, Ohio 45810",Ada,OH,45810,http://www.BikeReg.com/cursiveohio,,"Bike Tour, Bike Tour",-83.5051704,38.8398935
NCC Hydra Cross p/b Speed and Sprocket Cycle Works (RVCX Series #2),8/31/25 0:00,8/31/25 0:00,41 Chestnut St,Holyoke,MA,1040,http://www.BikeReg.com/hydracross,,"Cyclocross, Recreational",-72.6075851,42.2071184
Dakota Five-O 2025,8/31/25 0:00,8/31/25 0:00,115 S Canyon Street,Spearfish,SD,57783,http://www.BikeReg.com/dakota-five-0,,Mountain Bike,-103.85937,44.490817
2025 Lamorinda Cycling Club Membership + Race Team Registration,10/6/24 0:00,8/31/25 0:00, ,Alamo,CA,94507,http://www.BikeReg.com/lamorinda-cycling-club-membership-registration,,"Club Membership, NCNCA",-122.0066891,37.85513505
Limestone Cycling Tour,9/6/25 0:00,9/6/25 0:00,"38.647305, -83.762447",Maysville,KY,41056,http://www.BikeReg.com/limestone-cycling-tour,,Bike Tour,-83.7644793,38.6474569
Northfield Rotary Bike Tour,9/6/25 0:00,9/6/25 0:00,214 1st St S,Dundas,MN,55019,http://www.BikeReg.com/northfield-rotary-bike-tour2025,,Bike Tour,-93.2020856,44.4294359
Pisgah Monster-Cross Challenge,9/6/25 0:00,9/6/25 0:00,1284 Pisgah Hwy,Pisgah Forest,NC,28768,http://www.BikeReg.com/pisgah-monster-cross-challenge-2025,,"Gravel, Road Race",-82.7062357,35.2723358
39th Annual Amish Country Bike Tour,9/6/25 0:00,9/6/25 0:00,410 Legislative Ave,Dover,DE,19901,http://www.BikeReg.com/amish-country-bike-tour,,"Bike Tour, Recreational",-75.5243682,39.158168
Vapor Trail 125,9/6/25 0:00,9/7/25 0:00,330 W Sackett Ave,Salida,CO,81201,http://www.BikeReg.com/vapor-trail-125,,Mountain Bike,-105.990968,38.5371195
Pain in the Neck - PMCX Series #?,9/6/25 0:00,9/6/25 0:00,26 Quarry Hill Rd,Haddam Neck,CT,6424,http://www.BikeReg.com/pain-in-the-neck-2025,,"Cyclocross, Mountain Bike",-72.5150341,41.5116866
Pony Express 120 Gravel Dash 12th Annual,9/6/25 0:00,9/6/25 0:00,706 Broadway St,Marysville,KS,66508,http://www.BikeReg.com/ponyexpress120graveldash,,"Gravel, Special Event",-96.6480642,39.84173
2025 Farm to Fork -Finger Lakes-Weekend Getaway,9/12/25 0:00,9/14/25 0:00,,Ithaca,NY,14853,http://www.BikeReg.com/farm-to-fork-finger-lakes-2025,,"Recreational, Bike Tour",-76.54837235,42.4374175
Bright Lights for Kids,9/13/25 0:00,9/13/25 0:00,"3390 SW Fascination Dr Lee's Summit, MO 64081",Lee's Summit,MO,64081,http://www.BikeReg.com/bright-lights-for-kids,,"Recreational, Bike Tour",-94.3821295,38.9107156
Tour de Cowtown,9/13/25 0:00,9/13/25 0:00,13735s E Hwy 51,Coweta,OK,74429,http://www.BikeReg.com/cowtown-ride-2025,,Gran Fondo,-95.6508637,35.9524768
The 11th Annual Bay Ride 2025 (DATE SUBJECT TO CHANGE),9/13/25 0:00,9/13/25 0:00,1 Ferry Plaza,SF,CA,94111,http://www.BikeReg.com/the-bay-ride,,"Gran Fondo, Recreational",-122.4193286,37.7792588
3M Bike Challenge,9/13/25 0:00,9/13/25 0:00, Canal Pl,Cumberland,MD,21502,http://www.BikeReg.com/3m-bike-challenge,,Gravel,-78.762383,39.6526498
12th Annual 2025 Homestead Cycling Tour,9/13/25 0:00,9/13/25 0:00,301 Court St,Beatrice,NE,68310,http://www.BikeReg.com/homestead-100,,"Bike Tour, Gravel",-96.747369,40.266429
High Ground Gravel WVGS Race #5,9/13/25 0:00,9/13/25 0:00,"Alpine Lake Resort, West Alpine Drive, Terra Alta, WV ",Terra Alta ,WV,26746,http://www.BikeReg.com/high-ground-gravel,,Gravel,-79.5465646,39.4457091
Dirt Diggler Gravel Grinder,9/13/25 0:00,9/13/25 0:00,315 Shoals Falls Rd,Hendersonville,NC,28739,http://www.BikeReg.com/ddgg,,"Gravel, Gran Fondo",-82.4609528,35.3187279
Pedal Away Prostate Cancer,9/13/25 0:00,9/13/25 0:00,200 Banning Street,Dover,DE,19904,http://www.BikeReg.com/pedal-away-prostate-cancer,,Road Race,-75.5243682,39.158168
Lakeshore Harvest Ride - 2025,9/13/25 0:00,9/13/25 0:00,"Kal-Haven Trailhead, Bailey St. ",South Haven,MI,49090,http://www.BikeReg.com/lhride,,"Bike Tour, Recreational",-94.2120667,45.2922849
Tour of the Moon,9/13/25 0:00,9/13/25 0:00,159 Main St,Grand Junction,CO,81501,http://www.BikeReg.com/tourofthemoon,,"Recreational, Bike Tour",-108.56448,39.0672568
The 2nd Annual Big Dam Bike Ride,9/13/25 0:00,9/13/25 0:00,"Big Rapids, MI",Big Rapids,MI,49307,http://www.BikeReg.com/thebigdambikeride,,Bike Tour,-85.483656,43.698078
"Gran Fondo Maryland, p/b Ourisman Automotive Group, a Suarez Gran Fondo National Series event",9/14/25 0:00,9/14/25 0:00,500 Fleming Ave,Frederick,MD,21701,http://www.BikeReg.com/maryland-gfns,,"Gran Fondo, Road Race",-77.4127562,39.415779
Gran Fondo Maryland Volunteers,9/14/25 0:00,9/14/25 0:00,500 Fleming Ave,Frederick,MD,21701,http://www.BikeReg.com/gran-fondo-maryland-volunteers-2025,,"Gran Fondo, Road Race",-77.4127562,39.415779
Second Summer Cycle,9/14/25 0:00,9/14/25 0:00,220 South Street,South Yarmouth,MA,2664,http://www.BikeReg.com/second-summer-cycle,,Gran Fondo,-70.1847414,41.6667779
Thunder Bay Thriller,9/14/25 0:00,9/14/25 0:00,3500 S 3rd Ave,Alpena,MI,49707,http://www.BikeReg.com/thunder-bay-thriller,,"Gravel, Road Race",-83.6670019,45.0176181
Marji Gesick,9/19/25 0:00,9/21/25 0:00,,Ishpeming,MI,49849,http://www.BikeReg.com/marji-gesick-2025,,Mountain Bike,-87.667636,46.488547
Last Grizzly Gravel 2025,9/19/25 0:00,9/21/25 0:00,,Ogden,UT,84401,http://www.BikeReg.com/last-grizzly-gravel-25,,Gravel,-111.9738429,41.2230048
White Mountains Fat Tire Fest!,9/19/25 0:00,9/21/25 0:00,775 us route 302,bartlett,NH,3812,http://www.BikeReg.com/summer-race-series-white-mtns-fest,,Special Event,-71.2820437,44.0780145
Jangover Night Rides,9/19/25 0:00,9/19/25 0:00,16300 McDowell Mountain Park Dr,Fort McDowell,AZ,85264,http://www.BikeReg.com/jangover-night-rides,,Mountain Bike,-111.6745826,33.6367105
Black Towns of Oklahoma Bike Tour,9/20/25 0:00,9/20/25 0:00,205 Elgin St,Muskogee,OK,74401,http://www.BikeReg.com/black-towns-of-oklahoma-bike-tour,,"Bike Tour, Gran Fondo",-95.3927706,35.6630196
2025 Skinny Tire FALL Festival,9/20/25 0:00,9/22/25 0:00,Aarchway Inn Hotel,Moab,UT,84532,http://www.BikeReg.comhttps://skinnytireevents.com/register-fall,,Bike Tour,-109.546214,38.5738096
Tour de Vineyards,9/20/25 0:00,9/20/25 0:00,239 Main St. ,Palisade,CO,81501,http://www.BikeReg.com/tourdevineyards,,"Recreational, Bike Tour",-108.350919,39.1102587
Trough Creek Gravel Grinder,9/21/25 0:00,9/21/25 0:00, ,James Creek,PA,16657,http://www.BikeReg.com/tcgg,,"Gravel, Gran Fondo",-78.13254955,40.40606545
Boise Gravel Gala 2025,9/27/25 0:00,9/27/25 0:00,1420 W Grove St,Boise,ID,83702,http://www.BikeReg.com/boise-gravel-gala,,Gravel,-116.200886,43.6166163
Ring of Fire MTB,9/27/25 0:00,9/27/25 0:00,Wanoga Snow Park,Bend,OR,97702,http://www.BikeReg.com/ring-of-fire,,"Mountain Bike, Mountain Bike",-121.3153096,44.0581728
WHEELIN' TO WALL,9/27/25 0:00,9/28/25 0:00,511 Glenn St,Wall,SD,57790,http://www.BikeReg.com/wheelin-to-wall,,"Recreational, Gravel",-102.239981,43.992421
Headwaters 100,9/27/25 0:00,9/27/25 0:00,501 Helten Ave,Park Rapids,MN,56470,http://www.BikeReg.com/headwaters100,,"Special Event, Recreational",-95.0586322,46.9221813
The G3 Gravel Series Race/Ride #1,9/27/25 0:00,9/27/25 0:00,624 W Warner Ave,Guthrie,OK,73044,http://www.BikeReg.com/the-g3-gravel-series-raceride-1,,Gravel,-97.4252772,35.8789231
Dozinky Doozy Gravel Challenge 2025,9/27/25 0:00,9/27/25 0:00,2299 NE-79,Prague,NE,68050,http://www.BikeReg.com/dozinky-doozy-gravel-challenge,,Gravel,-96.8083629,41.3102835
The Quick & The Dead (Mt. Davis Gravel Grinder),9/27/25 0:00,9/27/25 0:00,7842 Mt Davis Rd,Meyersdale,PA,15552,http://www.BikeReg.com/the-quick-the-dead,,"Gravel, Gravel",-79.024748,39.8136931
Peacham Fall Fondo,9/27/25 0:00,9/27/25 0:00,79 Church St,Peacham,VT,5862,http://www.BikeReg.com/peacham-fall-fondo,,Gravel,-72.1703611,44.3284703
Public Lands Ride,9/27/25 0:00,9/27/25 0:00,4216 Beaver Rd,Philipsburg,PA,16866,http://www.BikeReg.com/public-lands-ride,,"Gravel, Recreational",-78.2205688,40.8964465
2025 Utah Hill Climb Series p/b RaceDay Event Software,4/5/25 0:00,9/27/25 0:00,,Salt Lake City,UT,84121,http://www.BikeReg.com/utah-state-hill-climb-series,,"Hill Climb, Road Race",-111.886797,40.7596198
SWCC 2025 Registration,10/1/24 0:00,9/30/25 0:00,25140 Kingsland Blvd,Katy,TX,77494,http://www.BikeReg.com/swcc-registration-2025,,Club Membership,-95.8243956,29.7857853
COS Racing Annual Rider Agreement,9/30/24 0:00,9/30/25 0:00, ,Colorado Springs,CO,80903,http://www.BikeReg.com/cos-racing-annual-rider-agreement,,"Club Membership, Bicycle Colorado",-104.825348,38.8339578
2025 Team Fremont Membership,10/24/24 0:00,9/30/25 0:00,"Fremont, CA",Fremont,CA,94538,http://www.BikeReg.com/team-fremont-membership,,"Club Membership, NCNCA",-121.9852222,37.555008
The GREAT NORTH Battenkill Valley,10/4/25 0:00,10/4/25 0:00,6 Broad St,Cambridge,NY,12816,http://www.BikeReg.com/greatnorth,,"Gravel, Gran Fondo",-73.43926374,43.007994
LIMESTONE // Singlespeed Gravel Championships v.2025,10/4/25 0:00,10/4/25 0:00,117 N 44th St,Cumming,IA,50061,http://www.BikeReg.com/limestone2025,,"Gravel, Cyclocross",-93.7624442,41.4833235
Belgian Waffle Ride North Carolina 2025,10/4/25 0:00,10/4/25 0:00,130 Kanuga Chapel Dr,Hendersonville,NC,28739,http://www.BikeReg.com/belgian-waffle-ride-north-carolina-2025,,"Gravel, Road Race",-82.4609528,35.3187279
Fly to Pie 2025,10/4/25 0:00,10/4/25 0:00,"Northeast Kingdom International Airport, 2628 Airport Road, Coventry, VT  05825 ",Coventry,VT,5825,http://www.BikeReg.com/flytopie,,Gravel,-72.2648552,44.8658913
Vermont Rare Gravel Ride,10/4/25 0:00,10/4/25 0:00,246 Styles Ln,Peru,VT,5152,http://www.BikeReg.com/vermontrare-gravel-ride2025,,Gravel,-72.8992081,43.2298853
The Heck of the North Gravel Classic,10/4/25 0:00,10/4/25 0:00,,Two Harbors,MN,55616,http://www.BikeReg.com/heckofthenorth,,Gravel,-91.6730523,47.0257139
Big BAM on the Katy -- Oct 5-11 2025,10/5/25 0:00,10/11/25 0:00,1004 E Sedalia Ave,Clinton,MO,64735,http://www.BikeReg.com/big-bam-on-the-katy-october-5-11,,"Bike Tour, Recreational",-94.4184896,39.5975986
Cameron Crusher,10/5/25 0:00,10/5/25 0:00,Old Cameron St. ,Bath,NY,14810,http://www.BikeReg.com/cameron-crusher,,Gravel,-77.3177577,42.3370164
CAMBO Membership 2025,10/9/24 0:00,10/6/25 0:00,10538 Dutch Hollow Rd,Rixeyville,VA,22737,http://www.BikeReg.com/cambo,,Club Membership,-77.9788747,38.5797188
2025 Farm to Fork Berkshires Harvest Fondo and Weekend Getaway,10/10/25 0:00,10/12/25 0:00,,Pittsfield,MA,1201,http://www.BikeReg.com/farm-to-fork-berkshires-2025,,"Gran Fondo, Bike Tour",-73.2541069,42.4484778
Opal Wapoo Gravel Experience,10/11/25 0:00,10/11/25 0:00,,Excelsior Springs,MO,64024,http://www.BikeReg.com/opal-wapoo-gravel-experience,,Gravel,-94.2223507,39.3417244
Saratoga Foliage Ride,10/11/25 0:00,10/12/25 0:00,290 West Ave,Saratoga Springs,NY,12866,http://www.BikeReg.com/saratoga-foliage-ride,,Recreational,-73.7853915,43.0821793
Maple River Gravel Chiller,10/11/25 0:00,10/11/25 0:00,Main and Poplar,Maple Rapids,MI,48853,http://www.BikeReg.com/maplerivergravelchiller,,Gravel,-84.691941,43.104755
River Towns Ride,10/11/25 0:00,10/11/25 0:00,30 Clinton Street,Delaware City,DE,19706,http://www.BikeReg.com/rivertownsridecom,,"Recreational, MABRA",-75.588815,39.5778901
QCW Cycling 2025 Club Membership Registration,10/16/24 0:00,10/15/25 0:00,,Philadelphia,PA,19130,http://www.BikeReg.com/qcw-cycling-registration1-2024,,"Club Membership, Pennsylvania Cycling Association",-75.1635262,39.9527237
The Psycho 48,10/17/25 0:00,10/19/25 0:00,340 Seawell Loop Road,Bayboro,NC,28515,http://www.BikeReg.com/the-psycho-48,,Time Trial,-76.7702093,35.1429445
2025 Farm to Fork - Outer Banks- Weekend Getaway,10/17/25 0:00,10/19/25 0:00,,Kitty Hawk,NC,27949,http://www.BikeReg.com/farm-to-fork-outer-banks-2025,,"Recreational, Bike Tour",-75.6935448,36.0664318
2025 Gran Fondo Hincapie-Greenville,10/18/25 0:00,10/18/25 0:00,10 Road of Vines,Travelers Rest,SC,29690,http://www.BikeReg.com/gran-fondo-hincapie-greenville-2025,,"Gran Fondo, Recreational",-82.4434548,34.9676167
2025 Glassner Autumn Challenge,10/18/25 0:00,10/18/25 0:00," Alabama State University Stadium, Pineleaf Street",Montgomery,AL,36106,http://www.BikeReg.com/2025gac,,"Gran Fondo, Recreational",-86.8092685,33.8101065
Belltown Throwdown CX - PMCX Series #?,10/18/25 0:00,10/18/25 0:00,94 Camp Ingersol Rd,Portland,CT,6480,http://www.BikeReg.com/belltown-cx-2025,,"Cyclocross, Mountain Bike",-72.6406905,41.5728924
Gravel Roll - Pecan Shaker,10/18/25 0:00,10/18/25 0:00,42 South Lumpkin St.,Hawkinsville,GA,31036,http://www.BikeReg.com/pecan-shaker,,"Gravel, Gran Fondo",-83.4667907,32.2835422
Keene Pumpkin Cross,10/19/25 0:00,10/19/25 0:00, Park Dr,Surry,NH,3431,http://www.BikeReg.com/keene-pumpkincross-2025,,"Cyclocross, ECCC",-72.3212795,43.0179363
Pumpkin Holler Gravel Smasher,10/19/25 0:00,10/19/25 0:00,9800 OK-10,Tahlequah,OK,74464,http://www.BikeReg.com/phgravel,,"Gravel, Gravel",-94.969956,35.91537
Gravel Grinder - Bryce Conquer the Mountain,10/19/25 0:00,10/19/25 0:00, Lake Laura,Bayse,VA,22810,http://www.BikeReg.com/gravel-grinder-bryce-conquer-the-mountain,,Gravel,-76.7120951,37.1520907
Rose City Racing Junior Team 2025,10/23/24 0:00,10/20/25 0:00,,Tyler,TX,75711,http://www.BikeReg.com/rose-city-racing-junior-team,,Club Membership,-95.3010624,32.3512601
2025 Michigan Gravel Race Series,3/22/25 0:00,10/25/25 0:00,,Ionia,MI,48846,http://www.BikeReg.com/michigan-gravel-race-series,,"Special Event, Gravel",-85.0713945,42.9469688
NGCA Club Membership 2025,11/1/24 0:00,10/30/25 0:00,,Atlanta,GA,30327,http://www.BikeReg.com/ngca-club-membership-2025,,Club Membership,-84.3902644,33.7489924
NGCA 2025 Race Team,11/1/24 0:00,10/30/25 0:00, ,Roswell,GA,30076,http://www.BikeReg.com/ngca-race-team0,,Club Membership,-84.360022,34.02332
TCCA 2025 Membership,11/1/24 0:00,10/31/25 0:00," palm city, florida",Po Box 1643 Palm City,FL,34995,http://www.BikeReg.com/tcca-membership,,"Club Membership, Club Membership",,
Team ProPower 2025 Club Membership,1/1/25 0:00,10/31/25 0:00,16041 E Tumbleweed Dr,Fountain Hills,AZ,85268,http://www.BikeReg.com/team-propower-coaching-club-membership2,,"Club Membership, New Jersey Bicycling Association",-111.717361,33.6117105
Tioga Velo Club (TVC) Annual Membership- 2025,11/1/24 0:00,10/31/25 0:00, ,Binghamton,NY,13760,http://www.BikeReg.com/tioga-velo-club-tvc-annual-membership-2025,,"Club Membership, NYSBRA",-75.9125187,42.098698
2025 Big Bear Lake Trail Center (WV) Merchandise,10/31/25 0:00,10/31/25 0:00,450 Big Bear Lake Rd,Bruceton Mills,WV,26525,http://www.BikeReg.com/big-bear-lake-trail-center-wv-season-pass1,,Club Membership,-79.6411594,39.6586918
MASS 2025 Series Registration,4/1/25 0:00,10/31/25 0:00,,West Chester,PA,19342,http://www.BikeReg.com/mass-series-registration,,"Mountain Bike, Mid Atlantic Super Series",-75.6059638,39.9597213
Annapolis Bicycle Racing Team (ABRT) Membership 2025,11/21/24 0:00,10/31/25 0:00,,Annapolis,MD,21401,http://www.BikeReg.com/annapolis-bicycle-racing-team-membership,,"Club Membership, Club Membership",-76.492786,38.9786401
HOOT (Hills of Oklahoma Tour) #HOOT2024 #Hot4Hoot #markyourcalendar #arbuckles,11/1/25 0:00,11/1/25 0:00,100 E Main St,Davis,OK,73030,http://www.BikeReg.com/hoot-hills-of-oklahoma-tour,,"Bike Tour, Bike Tour",-97.1188924,34.5034796
Rehoboth Sunrise Rotary Bike Ride FUNdraiser,11/1/25 0:00,11/1/25 0:00,210 Union Street,Milton,DE,19968,http://www.BikeReg.com/rotarybike,,Bike Tour,-75.3101583,38.7778049
Turkey Burner,11/1/25 0:00,11/1/25 0:00,4415 295th St,New Liberty,IA,52765,http://www.BikeReg.com/turkey-burner,,Gravel,-90.8796359,41.7177325
Big River Gravel Series,3/22/25 0:00,11/1/25 0:00,Quad Cities,Moline,IL,61265,http://www.BikeReg.com/big-river-gravel-series,,Gravel,-90.5136642,41.5058344
Greensboro Velo Club 2025,11/12/24 0:00,11/1/25 0:00,"PO Box  38682, Greensboro, NC 27438-8682",Greensboro,NC,27438,http://www.BikeReg.com/greensboro-velo-club,,"Club Membership, Recreational",-79.7919754,36.0726355
Rock-N-Ride Cleveland,11/8/25 0:00,11/8/25 0:00,"203 N College Ave, Cleveland, TX 77327",Cleveland,TX,77327,http://www.BikeReg.com/rock-n-ride-cleveland-2025,,"Bike Tour, Special Event",-95.0900115,30.3414794
The Dirt,11/9/25 0:00,11/9/25 0:00,23 Commercial Dr,Waterbury Village Historic District,VT,5676,http://www.BikeReg.com/the-dirt,,"Gravel, Recreational",-72.7565067,44.3378343
GRAN FONDO CYCLING CHALLENGE MIAMI 2025,11/9/25 0:00,11/9/25 0:00,15515 SW 177th Ave,Miami,FL,33187,http://www.BikeReg.com/gran-fondo-cycling-challenge-miami,,Gran Fondo,-80.19362,25.7741728
2025 Florida Polytechnic Time Trial Series,2/16/25 0:00,11/9/25 0:00,Florida Polytechnic University (Just outside campus on Research Way),Lakeland,FL,33805,http://www.BikeReg.com/florida-polytechnic-time-trial-series,,Time Trial,-81.9498042,28.0394654
